frame.time_delta,frame.time_delta_displayed,frame.time_epoch,frame.time_invalid,frame.time_relative,eth.src,eth.dst,ip.src,ip.dst,tcp.srcport,tcp.dstport,tcp.flags,frame.cap_len,frame.len,frame.number,tcp.stream,tcp.analysis.initial_rtt,tcp.time_delta,tcp.len,tcp.window_size_value,tcp.checksum,mqtt.clientid,mqtt.clientid_len,mqtt.conack.flags,mqtt.conack.flags.reserved,mqtt.conack.flags.sp,mqtt.conack.val,mqtt.conflag.cleansess,mqtt.conflag.passwd,mqtt.conflag.qos,mqtt.conflag.reserved,mqtt.conflag.retain,mqtt.conflag.uname,mqtt.conflag.willflag,mqtt.conflags,mqtt.dupflag,mqtt.hdrflags,mqtt.kalive,mqtt.len,mqtt.msg,mqtt.msgid,mqtt.msgtype,mqtt.passwd,mqtt.passwd_len,mqtt.proto_len,mqtt.protoname,mqtt.qos,mqtt.retain,mqtt.sub.qos,mqtt.suback.qos,mqtt.topic,mqtt.topic_len,mqtt.username,mqtt.username_len,mqtt.ver,mqtt.willmsg,mqtt.willmsg_len,mqtt.willtopic,mqtt.willtopic_len,ip.proto
0.000000000,0.000000000,1696474348.716830000,,333.567581000,08:3e:8e:85:fa:e0,7c:5c:f8:56:1b:70,192.168.50.185,192.168.50.169,54997,1883,0x0018,88,88,2974,330,0.002589000,0.000000000,34,502,0x3d48,,0,,,,,1,1,0,0,0,1,0,0xc2,,0x10,60,32,,,1,User,4,4,MQTT,,,,,,,user1_david,11,5,,,,,6
0.000536000,0.000536000,1696474348.717366000,,333.568117000,7c:5c:f8:56:1b:70,08:3e:8e:85:fa:e0,192.168.50.169,192.168.50.185,1883,54997,0x0018,59,59,2975,330,0.002589000,0.000536000,5,513,0xaaaa,,,0x00,0,0,,,,,,,,,,,0x20,,3,,,2,,,,,,,,,,,,,,,,,,6
0.000079000,0.000079000,1696474348.717445000,,333.568196000,7c:5c:f8:56:1b:70,08:3e:8e:85:fa:e0,192.168.50.169,192.168.50.185,1883,54997,0x0011,54,54,2976,330,,0.000079000,0,513,0xcb3b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
0.002307000,0.002307000,1696474348.719752000,,333.570503000,08:3e:8e:85:fa:e0,7c:5c:f8:56:1b:70,192.168.50.185,192.168.50.169,54997,1883,0x0010,54,54,2977,330,0.002589000,0.002307000,0,502,0xcb47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
0.000104000,0.000104000,1696474348.719856000,,333.570607000,08:3e:8e:85:fa:e0,7c:5c:f8:56:1b:70,192.168.50.185,192.168.50.169,54997,1883,0x0011,54,54,2978,330,0.002589000,0.000104000,0,502,0xcb45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
0.000026000,0.000026000,1696474348.719882000,,333.570633000,7c:5c:f8:56:1b:70,08:3e:8e:85:fa:e0,192.168.50.169,192.168.50.185,1883,54997,0x0010,54,54,2979,330,0.002589000,0.000026000,0,513,0xcb3a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
1.003199000,1.003199000,1696474349.723081000,,334.573832000,08:3e:8e:85:fa:e0,7c:5c:f8:56:1b:70,192.168.50.185,192.168.50.169,33129,1883,0x0002,74,74,2980,331,,0.000000000,0,64240,0xd096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
0.000070000,0.000070000,1696474349.723151000,,334.573902000,7c:5c:f8:56:1b:70,08:3e:8e:85:fa:e0,192.168.50.169,192.168.50.185,1883,33129,0x0012,66,66,2981,331,,0.000070000,0,65535,0xd16d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
0.004784000,0.004784000,1696474349.727935000,,334.578686000,08:3e:8e:85:fa:e0,7c:5c:f8:56:1b:70,192.168.50.185,192.168.50.169,33129,1883,0x0010,54,54,2982,331,0.004854000,0.004784000,0,502,0x104b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
0.000000000,0.000000000,1696474349.727935000,,334.578686000,08:3e:8e:85:fa:e0,7c:5c:f8:56:1b:70,192.168.50.185,192.168.50.169,33129,1883,0x0018,88,88,2983,331,0.004854000,0.000000000,34,502,0xd29c,,0,,,,,1,1,0,0,0,1,0,0xc2,,0x10,60,32,,,1,8429,4,4,MQTT,,,,,,,user1_david,11,5,,,,,6
0.000392000,0.000392000,1696474349.728327000,,334.579078000,7c:5c:f8:56:1b:70,08:3e:8e:85:fa:e0,192.168.50.169,192.168.50.185,1883,33129,0x0018,59,59,2984,331,0.004854000,0.000392000,5,513,0xef86,,,0x00,0,0,,,,,,,,,,,0x20,,3,,,2,,,,,,,,,,,,,,,,,,6
0.000053000,0.000053000,1696474349.728380000,,334.579131000,7c:5c:f8:56:1b:70,08:3e:8e:85:fa:e0,192.168.50.169,192.168.50.185,1883,33129,0x0011,54,54,2985,331,,0.000053000,0,513,0x1018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
0.002205000,0.002205000,1696474349.730585000,,334.581336000,08:3e:8e:85:fa:e0,7c:5c:f8:56:1b:70,192.168.50.185,192.168.50.169,33129,1883,0x0010,54,54,2986,331,0.004854000,0.002205000,0,502,0x1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
0.000107000,0.000107000,1696474349.730692000,,334.581443000,08:3e:8e:85:fa:e0,7c:5c:f8:56:1b:70,192.168.50.185,192.168.50.169,33129,1883,0x0011,54,54,2987,331,0.004854000,0.000107000,0,502,0x1022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
0.000035000,0.000035000,1696474349.730727000,,334.581478000,7c:5c:f8:56:1b:70,08:3e:8e:85:fa:e0,192.168.50.169,192.168.50.185,1883,33129,0x0010,54,54,2988,331,0.004854000,0.000035000,0,513,0x1017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
1.003206000,1.003206000,1696474350.733933000,,335.584684000,08:3e:8e:85:fa:e0,7c:5c:f8:56:1b:70,192.168.50.185,192.168.50.169,35919,1883,0x0002,74,74,2989,332,,0.000000000,0,64240,0xa224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
0.000084000,0.000084000,1696474350.734017000,,335.584768000,7c:5c:f8:56:1b:70,08:3e:8e:85:fa:e0,192.168.50.169,192.168.50.185,1883,35919,0x0012,66,66,2990,332,,0.000084000,0,65535,0xd1e3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
0.002309000,0.002309000,1696474350.736326000,,335.587077000,08:3e:8e:85:fa:e0,7c:5c:f8:56:1b:70,192.168.50.185,192.168.50.169,35919,1883,0x0010,54,54,2991,332,0.002393000,0.002309000,0,502,0x10c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
0.000000000,0.000000000,1696474350.736326000,,335.587077000,08:3e:8e:85:fa:e0,7c:5c:f8:56:1b:70,192.168.50.185,192.168.50.169,35919,1883,0x0018,90,90,2992,332,0.002393000,0.000000000,36,502,0xfa51,,0,,,,,1,1,0,0,0,1,0,0xc2,,0x10,60,34,,,1,manage,6,4,MQTT,,,,,,,user1_david,11,5,,,,,6
0.000400000,0.000400000,1696474350.736726000,,335.587477000,7c:5c:f8:56:1b:70,08:3e:8e:85:fa:e0,192.168.50.169,192.168.50.185,1883,35919,0x0018,59,59,2993,332,0.002393000,0.000400000,5,513,0xeffa,,,0x00,0,0,,,,,,,,,,,0x20,,3,,,2,,,,,,,,,,,,,,,,,,6
0.000056000,0.000056000,1696474350.736782000,,335.587533000,7c:5c:f8:56:1b:70,08:3e:8e:85:fa:e0,192.168.50.169,192.168.50.185,1883,35919,0x0011,54,54,2994,332,,0.000056000,0,513,0x108c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
0.002359000,0.002359000,1696474350.739141000,,335.589892000,08:3e:8e:85:fa:e0,7c:5c:f8:56:1b:70,192.168.50.185,192.168.50.169,35919,1883,0x0010,54,54,2995,332,0.002393000,0.002359000,0,502,0x1098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
0.000000000,0.000000000,1696474350.739141000,,335.589892000,08:3e:8e:85:fa:e0,7c:5c:f8:56:1b:70,192.168.50.185,192.168.50.169,35919,1883,0x0011,54,54,2996,332,0.002393000,0.000000000,0,502,0x1096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
0.000041000,0.000041000,1696474350.739182000,,335.589933000,7c:5c:f8:56:1b:70,08:3e:8e:85:fa:e0,192.168.50.169,192.168.50.185,1883,35919,0x0010,54,54,2997,332,0.002393000,0.000041000,0,513,0x108b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
1.003372000,1.003372000,1696474351.742554000,,336.593305000,08:3e:8e:85:fa:e0,7c:5c:f8:56:1b:70,192.168.50.185,192.168.50.169,57935,1883,0x0002,74,74,2998,333,,0.000000000,0,64240,0x7532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
0.000097000,0.000097000,1696474351.742651000,,336.593402000,7c:5c:f8:56:1b:70,08:3e:8e:85:fa:e0,192.168.50.169,192.168.50.185,1883,57935,0x0012,66,66,2999,333,,0.000097000,0,65535,0x50b7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
0.002402000,0.002402000,1696474351.745053000,,336.595804000,08:3e:8e:85:fa:e0,7c:5c:f8:56:1b:70,192.168.50.185,192.168.50.169,57935,1883,0x0010,54,54,3000,333,0.002499000,0.002402000,0,502,0x8f94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
0.000508000,0.000508000,1696474351.745561000,,336.596312000,08:3e:8e:85:fa:e0,7c:5c:f8:56:1b:70,192.168.50.185,192.168.50.169,57935,1883,0x0018,91,91,3001,333,0.002499000,0.000508000,37,502,0x3d00,,0,,,,,1,1,0,0,0,1,0,0xc2,,0x10,60,35,,,1,Babylon,7,4,MQTT,,,,,,,user1_david,11,5,,,,,6
0.000297000,0.000297000,1696474351.745858000,,336.596609000,7c:5c:f8:56:1b:70,08:3e:8e:85:fa:e0,192.168.50.169,192.168.50.185,1883,57935,0x0018,59,59,3002,333,0.002499000,0.000297000,5,513,0x6ecd,,,0x00,0,0,,,,,,,,,,,0x20,,3,,,2,,,,,,,,,,,,,,,,,,6
0.000047000,0.000047000,1696474351.745905000,,336.596656000,7c:5c:f8:56:1b:70,08:3e:8e:85:fa:e0,192.168.50.169,192.168.50.185,1883,57935,0x0011,54,54,3003,333,,0.000047000,0,513,0x8f5e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
0.002272000,0.002272000,1696474351.748177000,,336.598928000,08:3e:8e:85:fa:e0,7c:5c:f8:56:1b:70,192.168.50.185,192.168.50.169,57935,1883,0x0010,54,54,3004,333,0.002499000,0.002272000,0,502,0x8f6a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
0.000120000,0.000120000,1696474351.748297000,,336.599048000,08:3e:8e:85:fa:e0,7c:5c:f8:56:1b:70,192.168.50.185,192.168.50.169,57935,1883,0x0011,54,54,3005,333,0.002499000,0.000120000,0,502,0x8f68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
0.000036000,0.000036000,1696474351.748333000,,336.599084000,7c:5c:f8:56:1b:70,08:3e:8e:85:fa:e0,192.168.50.169,192.168.50.185,1883,57935,0x0010,54,54,3006,333,0.002499000,0.000036000,0,513,0x8f5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
1.003344000,1.003344000,1696474352.751677000,,337.602428000,08:3e:8e:85:fa:e0,7c:5c:f8:56:1b:70,192.168.50.185,192.168.50.169,55293,1883,0x0002,74,74,3007,334,,0.000000000,0,64240,0xa323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
0.000084000,0.000084000,1696474352.751761000,,337.602512000,7c:5c:f8:56:1b:70,08:3e:8e:85:fa:e0,192.168.50.169,192.168.50.185,1883,55293,0x0012,66,66,3008,334,,0.000084000,0,65535,0xb17f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
0.002258000,0.002258000,1696474352.754019000,,337.604770000,08:3e:8e:85:fa:e0,7c:5c:f8:56:1b:70,192.168.50.185,192.168.50.169,55293,1883,0x0010,54,54,3009,334,0.002342000,0.002258000,0,502,0xf05c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
0.000000000,0.000000000,1696474352.754019000,,337.604770000,08:3e:8e:85:fa:e0,7c:5c:f8:56:1b:70,192.168.50.185,192.168.50.169,55293,1883,0x0018,92,92,3010,334,0.002342000,0.000000000,38,502,0x70a0,,0,,,,,1,1,0,0,0,1,0,0xc2,,0x10,60,36,,,1,hagpolm1,8,4,MQTT,,,,,,,user1_david,11,5,,,,,6
0.000466000,0.000466000,1696474352.754485000,,337.605236000,7c:5c:f8:56:1b:70,08:3e:8e:85:fa:e0,192.168.50.169,192.168.50.185,1883,55293,0x0018,59,59,3011,334,0.002342000,0.000466000,5,513,0xcf94,,,0x00,0,0,,,,,,,,,,,0x20,,3,,,2,,,,,,,,,,,,,,,,,,6
0.000085000,0.000085000,1696474352.754570000,,337.605321000,7c:5c:f8:56:1b:70,08:3e:8e:85:fa:e0,192.168.50.169,192.168.50.185,1883,55293,0x0011,54,54,3012,334,,0.000085000,0,513,0xf025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
0.002243000,0.002243000,1696474352.756813000,,337.607564000,08:3e:8e:85:fa:e0,7c:5c:f8:56:1b:70,192.168.50.185,192.168.50.169,55293,1883,0x0010,54,54,3013,334,0.002342000,0.002243000,0,502,0xf031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
0.000000000,0.000000000,1696474352.756813000,,337.607564000,08:3e:8e:85:fa:e0,7c:5c:f8:56:1b:70,192.168.50.185,192.168.50.169,55293,1883,0x0011,54,54,3014,334,0.002342000,0.000000000,0,502,0xf02f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
0.000047000,0.000047000,1696474352.756860000,,337.607611000,7c:5c:f8:56:1b:70,08:3e:8e:85:fa:e0,192.168.50.169,192.168.50.185,1883,55293,0x0010,54,54,3015,334,0.002342000,0.000047000,0,513,0xf024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
1.003486000,1.003486000,1696474353.760346000,,338.611097000,08:3e:8e:85:fa:e0,7c:5c:f8:56:1b:70,192.168.50.185,192.168.50.169,56611,1883,0x0002,74,74,3016,335,,0.000000000,0,64240,0x2b2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
0.000091000,0.000091000,1696474353.760437000,,338.611188000,7c:5c:f8:56:1b:70,08:3e:8e:85:fa:e0,192.168.50.169,192.168.50.185,1883,56611,0x0012,66,66,3017,335,,0.000091000,0,65535,0x9d64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
0.002514000,0.002514000,1696474353.762951000,,338.613702000,08:3e:8e:85:fa:e0,7c:5c:f8:56:1b:70,192.168.50.185,192.168.50.169,56611,1883,0x0010,54,54,3018,335,0.002605000,0.002514000,0,502,0xdc41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
0.000117000,0.000117000,1696474353.763068000,,338.613819000,08:3e:8e:85:fa:e0,7c:5c:f8:56:1b:70,192.168.50.185,192.168.50.169,56611,1883,0x0018,95,95,3019,335,0.002605000,0.000117000,41,502,0x86ee,,0,,,,,1,1,0,0,0,1,0,0xc2,,0x10,60,39,,,1,scmchangeme,11,4,MQTT,,,,,,,user1_david,11,5,,,,,6
0.000296000,0.000296000,1696474353.763364000,,338.614115000,7c:5c:f8:56:1b:70,08:3e:8e:85:fa:e0,192.168.50.169,192.168.50.185,1883,56611,0x0018,59,59,3020,335,0.002605000,0.000296000,5,513,0xbb76,,,0x00,0,0,,,,,,,,,,,0x20,,3,,,2,,,,,,,,,,,,,,,,,,6
0.000055000,0.000055000,1696474353.763419000,,338.614170000,7c:5c:f8:56:1b:70,08:3e:8e:85:fa:e0,192.168.50.169,192.168.50.185,1883,56611,0x0011,54,54,3021,335,,0.000055000,0,513,0xdc07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
0.002642000,0.002642000,1696474353.766061000,,338.616812000,08:3e:8e:85:fa:e0,7c:5c:f8:56:1b:70,192.168.50.185,192.168.50.169,56611,1883,0x0010,54,54,3022,335,0.002605000,0.002642000,0,502,0xdc13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
0.000000000,0.000000000,1696474353.766061000,,338.616812000,08:3e:8e:85:fa:e0,7c:5c:f8:56:1b:70,192.168.50.185,192.168.50.169,56611,1883,0x0011,54,54,3023,335,0.002605000,0.000000000,0,502,0xdc11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
0.000041000,0.000041000,1696474353.766102000,,338.616853000,7c:5c:f8:56:1b:70,08:3e:8e:85:fa:e0,192.168.50.169,192.168.50.185,1883,56611,0x0010,54,54,3024,335,0.002605000,0.000041000,0,513,0xdc06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
1.003188000,1.003188000,1696474354.769290000,,339.620041000,08:3e:8e:85:fa:e0,7c:5c:f8:56:1b:70,192.168.50.185,192.168.50.169,35207,1883,0x0002,74,74,3025,336,,0.000000000,0,64240,0x37f4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
0.000109000,0.000109000,1696474354.769399000,,339.620150000,7c:5c:f8:56:1b:70,08:3e:8e:85:fa:e0,192.168.50.169,192.168.50.185,1883,35207,0x0012,66,66,3026,336,,0.000109000,0,65535,0xc512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
0.002475000,0.002475000,1696474354.771874000,,339.622625000,08:3e:8e:85:fa:e0,7c:5c:f8:56:1b:70,192.168.50.185,192.168.50.169,35207,1883,0x0010,54,54,3027,336,0.002584000,0.002475000,0,502,0x03f0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
0.000123000,0.000123000,1696474354.771997000,,339.622748000,08:3e:8e:85:fa:e0,7c:5c:f8:56:1b:70,192.168.50.185,192.168.50.169,35207,1883,0x0018,91,91,3028,336,0.002584000,0.000123000,37,502,0x605c,,0,,,,,1,1,0,0,0,1,0,0xc2,,0x10,60,35,,,1,tivonpw,7,4,MQTT,,,,,,,user1_david,11,5,,,,,6
0.000291000,0.000291000,1696474354.772288000,,339.623039000,7c:5c:f8:56:1b:70,08:3e:8e:85:fa:e0,192.168.50.169,192.168.50.185,1883,35207,0x0018,59,59,3029,336,0.002584000,0.000291000,5,513,0xe328,,,0x00,0,0,,,,,,,,,,,0x20,,3,,,2,,,,,,,,,,,,,,,,,,6
0.000054000,0.000054000,1696474354.772342000,,339.623093000,7c:5c:f8:56:1b:70,08:3e:8e:85:fa:e0,192.168.50.169,192.168.50.185,1883,35207,0x0011,54,54,3030,336,,0.000054000,0,513,0x03ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
0.002221000,0.002221000,1696474354.774563000,,339.625314000,08:3e:8e:85:fa:e0,7c:5c:f8:56:1b:70,192.168.50.185,192.168.50.169,35207,1883,0x0010,54,54,3031,336,0.002584000,0.002221000,0,502,0x03c6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
0.000000000,0.000000000,1696474354.774563000,,339.625314000,08:3e:8e:85:fa:e0,7c:5c:f8:56:1b:70,192.168.50.185,192.168.50.169,35207,1883,0x0011,54,54,3032,336,0.002584000,0.000000000,0,502,0x03c4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
0.000063000,0.000063000,1696474354.774626000,,339.625377000,7c:5c:f8:56:1b:70,08:3e:8e:85:fa:e0,192.168.50.169,192.168.50.185,1883,35207,0x0010,54,54,3033,336,0.002584000,0.000063000,0,513,0x03b9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
1.003313000,1.003313000,1696474355.777939000,,340.628690000,08:3e:8e:85:fa:e0,7c:5c:f8:56:1b:70,192.168.50.185,192.168.50.169,55263,1883,0x0002,74,74,3034,337,,0.000000000,0,64240,0x8a26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
0.000086000,0.000086000,1696474355.778025000,,340.628776000,7c:5c:f8:56:1b:70,08:3e:8e:85:fa:e0,192.168.50.169,192.168.50.185,1883,55263,0x0012,66,66,3035,337,,0.000086000,0,65535,0x17ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
0.002479000,0.002479000,1696474355.780504000,,340.631255000,08:3e:8e:85:fa:e0,7c:5c:f8:56:1b:70,192.168.50.185,192.168.50.169,55263,1883,0x0010,54,54,3036,337,0.002565000,0.002479000,0,502,0x5689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
0.000000000,0.000000000,1696474355.780504000,,340.631255000,08:3e:8e:85:fa:e0,7c:5c:f8:56:1b:70,192.168.50.185,192.168.50.169,55263,1883,0x0018,93,93,3037,337,0.002565000,0.000000000,39,502,0x6684,,0,,,,,1,1,0,0,0,1,0,0xc2,,0x10,60,37,,,1,installer,9,4,MQTT,,,,,,,user1_david,11,5,,,,,6
0.000402000,0.000402000,1696474355.780906000,,340.631657000,7c:5c:f8:56:1b:70,08:3e:8e:85:fa:e0,192.168.50.169,192.168.50.185,1883,55263,0x0018,59,59,3038,337,0.002565000,0.000402000,5,513,0x35c0,,,0x00,0,0,,,,,,,,,,,0x20,,3,,,2,,,,,,,,,,,,,,,,,,6
0.000055000,0.000055000,1696474355.780961000,,340.631712000,7c:5c:f8:56:1b:70,08:3e:8e:85:fa:e0,192.168.50.169,192.168.50.185,1883,55263,0x0011,54,54,3039,337,,0.000055000,0,513,0x5651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
0.002264000,0.002264000,1696474355.783225000,,340.633976000,08:3e:8e:85:fa:e0,7c:5c:f8:56:1b:70,192.168.50.185,192.168.50.169,55263,1883,0x0010,54,54,3040,337,0.002565000,0.002264000,0,502,0x565d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
0.000000000,0.000000000,1696474355.783225000,,340.633976000,08:3e:8e:85:fa:e0,7c:5c:f8:56:1b:70,192.168.50.185,192.168.50.169,55263,1883,0x0011,54,54,3041,337,0.002565000,0.000000000,0,502,0x565b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
0.000040000,0.000040000,1696474355.783265000,,340.634016000,7c:5c:f8:56:1b:70,08:3e:8e:85:fa:e0,192.168.50.169,192.168.50.185,1883,55263,0x0010,54,54,3042,337,0.002565000,0.000040000,0,513,0x5650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
1.003133000,1.003133000,1696474356.786398000,,341.637149000,08:3e:8e:85:fa:e0,7c:5c:f8:56:1b:70,192.168.50.185,192.168.50.169,53469,1883,0x0002,74,74,3043,338,,0.000000000,0,64240,0xaf34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
0.000091000,0.000091000,1696474356.786489000,,341.637240000,7c:5c:f8:56:1b:70,08:3e:8e:85:fa:e0,192.168.50.169,192.168.50.185,1883,53469,0x0012,66,66,3044,338,,0.000091000,0,65535,0x8497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
0.002421000,0.002421000,1696474356.788910000,,341.639661000,08:3e:8e:85:fa:e0,7c:5c:f8:56:1b:70,192.168.50.185,192.168.50.169,53469,1883,0x0010,54,54,3045,338,0.002512000,0.002421000,0,502,0xc374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
0.003909000,0.003909000,1696474356.792819000,,341.643570000,08:3e:8e:85:fa:e0,7c:5c:f8:56:1b:70,192.168.50.185,192.168.50.169,53469,1883,0x0018,92,92,3046,338,0.002512000,0.003909000,38,502,0x4885,,0,,,,,1,1,0,0,0,1,0,0xc2,,0x10,60,36,,,1,webadmin,8,4,MQTT,,,,,,,user1_david,11,5,,,,,6
0.000292000,0.000292000,1696474356.793111000,,341.643862000,7c:5c:f8:56:1b:70,08:3e:8e:85:fa:e0,192.168.50.169,192.168.50.185,1883,53469,0x0018,59,59,3047,338,0.002512000,0.000292000,5,513,0xa2ac,,,0x00,0,0,,,,,,,,,,,0x20,,3,,,2,,,,,,,,,,,,,,,,,,6
0.000057000,0.000057000,1696474356.793168000,,341.643919000,7c:5c:f8:56:1b:70,08:3e:8e:85:fa:e0,192.168.50.169,192.168.50.185,1883,53469,0x0011,54,54,3048,338,,0.000057000,0,513,0xc33d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
0.002323000,0.002323000,1696474356.795491000,,341.646242000,08:3e:8e:85:fa:e0,7c:5c:f8:56:1b:70,192.168.50.185,192.168.50.169,53469,1883,0x0010,54,54,3049,338,0.002512000,0.002323000,0,502,0xc349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
0.000639000,0.000639000,1696474356.796130000,,341.646881000,08:3e:8e:85:fa:e0,7c:5c:f8:56:1b:70,192.168.50.185,192.168.50.169,53469,1883,0x0011,54,54,3050,338,0.002512000,0.000639000,0,502,0xc347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
0.000035000,0.000035000,1696474356.796165000,,341.646916000,7c:5c:f8:56:1b:70,08:3e:8e:85:fa:e0,192.168.50.169,192.168.50.185,1883,53469,0x0010,54,54,3051,338,0.002512000,0.000035000,0,513,0xc33c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
1.003173000,1.003173000,1696474357.799338000,,342.650089000,08:3e:8e:85:fa:e0,7c:5c:f8:56:1b:70,192.168.50.185,192.168.50.169,41259,1883,0x0002,74,74,3052,339,,0.000000000,0,64240,0xda88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
0.000101000,0.000101000,1696474357.799439000,,342.650190000,7c:5c:f8:56:1b:70,08:3e:8e:85:fa:e0,192.168.50.169,192.168.50.185,1883,41259,0x0012,66,66,3053,339,,0.000101000,0,65535,0x1aee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
0.002859000,0.002859000,1696474357.802298000,,342.653049000,08:3e:8e:85:fa:e0,7c:5c:f8:56:1b:70,192.168.50.185,192.168.50.169,41259,1883,0x0010,54,54,3054,339,0.002960000,0.002859000,0,502,0x59cb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
0.000000000,0.000000000,1696474357.802298000,,342.653049000,08:3e:8e:85:fa:e0,7c:5c:f8:56:1b:70,192.168.50.185,192.168.50.169,41259,1883,0x0018,92,92,3055,339,0.002960000,0.000000000,38,502,0x364c,,0,,,,,1,1,0,0,0,1,0,0xc2,,0x10,60,36,,,1,pbxk1064,8,4,MQTT,,,,,,,user1_david,11,5,,,,,6
0.000442000,0.000442000,1696474357.802740000,,342.653491000,7c:5c:f8:56:1b:70,08:3e:8e:85:fa:e0,192.168.50.169,192.168.50.185,1883,41259,0x0018,59,59,3056,339,0.002960000,0.000442000,5,513,0x3903,,,0x00,0,0,,,,,,,,,,,0x20,,3,,,2,,,,,,,,,,,,,,,,,,6
